City,Price,Latitude,Longitude,Distance_from_Toranagallu_km
Koraput,94.19 ₹/L,18.813506,82.712344,
Korba,93.33 ₹/L,22.360236,82.710571,
Koria,94.06 ₹/L,25.85732,84.77255,
Kota,89.78 ₹/L,25.170214,75.843288,
Kottayam,94.86 ₹/L,9.592412,76.522677,
Kozhikode,94.86 ₹/L,11.256568,75.778614,
Krishna,97.83 ₹/L,16.181021,81.130524,
Krishnagiri,94.25 ₹/L,23.40419,88.49186,
Kulgam,85.47 ₹/L,33.64462,75.0187,
Kullu,87.16 ₹/L,31.95845,77.10925,
Kupwara,87.68 ₹/L,34.03056,74.26417,
Kurnool,97.72 ₹/L,15.824896,78.020996,
Kurukshetra,88.24 ₹/L,30.072496,76.810155,
Kushinagar,88.01 ₹/L,26.741164,83.904476,
Kutch,89.99 ₹/L,23.516069,69.619009,
Lahul Spiti,87.07 ₹/L,32.550301,77.615252,
Lakhimpur,91.20 ₹/L,27.946168,80.778643,
Lalitpur,88.51 ₹/L,24.692493,78.418796,
Latehar,93.85 ₹/L,23.74395,84.499,
Latur,91.68 ₹/L,18.398805,76.5637,
Lawngtlai,88.59 ₹/L,22.53254,92.89902,
Lohardaga,93.50 ₹/L,23.429159,84.681892,
Lohit,82.20 ₹/L,27.836392,96.202308,
Longding,82.08 ₹/L,22.687581,79.370366,
Longleng,89.92 ₹/L,26.48989,94.81772,
Lower Dibang Valley,82.21 ₹/L,28.235998,95.796495,
Lower Subansiri,81.30 ₹/L,27.622066,93.967625,
Luckeesarai,92.26 ₹/L,25.1765,86.0947,
Lucknow,87.81 ₹/L,26.85579,80.939247,
Ludhiana,87.87 ₹/L,30.893914,75.84022,
Lunglei,88.58 ₹/L,22.892065,92.744767,
Madhepura,92.44 ₹/L,25.975286,86.875068,
Madhubani,92.75 ₹/L,26.356846,86.071033,
Madurai,92.98 ₹/L,9.929112,78.128938,
Mahabubabad,95.60 ₹/L,22.687581,79.370366,
Maharajganj,88.64 ₹/L,27.14136,83.56524,
Mahasamund,94.41 ₹/L,21.112886,82.095731,
Mahe,83.90 ₹/L,11.702507,75.534485,
Mahendragarh,87.98 ₹/L,28.26935,76.15253,
Mahisagar,90.62 ₹/L,22.687581,79.370366,
Mahoba,88.88 ₹/L,25.291369,79.878658,
Mainpuri,88.23 ₹/L,27.228178,79.025236,
Majuli,91.33 ₹/L,26.95,94.16667,
Malappuram,94.93 ₹/L,11.041839,76.079996,
Malda,92.03 ₹/L,25.08652,88.068489,
Malkangiri,94.19 ₹/L,18.36423,81.88728,
Mamit,87.76 ₹/L,23.92703,92.48968,
Mancherial,96.66 ₹/L,18.87131,79.444452,
Mandi,86.46 ₹/L,31.708089,76.931217,
Mandla,93.65 ₹/L,22.59974,80.37108,
Mandsaur,92.65 ₹/L,24.069862,75.073318,
Mandya,90.91 ₹/L,12.521797,76.895078,
Mansa,87.50 ₹/L,29.992558,75.397878,
Mathura,87.21 ₹/L,27.490199,77.677466,
Maunathbhanjan,88.70 ₹/L,,,
Mayurbhanj,93.29 ₹/L,21.892722,86.411301,
Medak,96.20 ₹/L,18.046015,78.263339,
Medchal Malkajgiri,95.70 ₹/L,17.60644,78.54007,
Meerut,87.67 ₹/L,28.981529,77.717985,
Mehabubnagar,96.20 ₹/L,22.687581,79.370366,
Mehsana,90.31 ₹/L,23.606065,72.381458,
Mewat,88.15 ₹/L,27.962586,77.006418,
Mirzapur,87.98 ₹/L,25.146749,82.569347,
Moga,88.05 ₹/L,30.823078,75.173423,
Mokokchung,89.61 ₹/L,26.324,94.521216,
Mon,89.56 ₹/L,26.73583,95.05841,
Moradabad,88.06 ₹/L,28.835952,78.762873,
Morbi,90.74 ₹/L,22.812746,70.828635,
Morena,92.05 ₹/L,26.50286,78.00163,
Morigaon,90.18 ₹/L,26.37957,92.34146,
Muktsar,87.57 ₹/L,30.473634,74.518373,
Mulugu,95.53 ₹/L,22.687581,79.370366,
Mumbai City,90.03 ₹/L,19.125501,72.897224,
Mungeli,94.25 ₹/L,22.06709,81.68822,
Munger,92.37 ₹/L,25.378708,86.471026,
Murshidabad,92.67 ₹/L,24.171817,88.281811,
Muzaffarnagar,87.97 ₹/L,29.473043,77.703975,
Muzaffarpur,92.39 ₹/L,26.125773,85.386804,
Mysore,90.59 ₹/L,12.317074,76.638276,
Nabarangapur,94.20 ₹/L,19.23114,82.54826,
Nadia,93.33 ₹/L,23.410577,88.369737,
Nagaon,90.37 ₹/L,26.351702,92.675322,
Nagapattinam,93.94 ₹/L,10.764367,79.841042,
Nagarkurnool,96.88 ₹/L,22.687581,79.370366,
Nagaur,90.85 ₹/L,27.199134,73.740932,
Nagpur,90.98 ₹/L,21.145537,79.074901,
Nainital,88.26 ₹/L,29.395155,79.449459,
Nalanda,92.15 ₹/L,25.215537,85.429865,
Nalbari,90.06 ₹/L,26.666075,91.385966,
Nalgonda,95.43 ₹/L,17.057678,79.268519,
Namakkal,93.27 ₹/L,11.21919,78.167871,
Namsai,82.20 ₹/L,27.668325,95.870132,
Nanded,92.03 ₹/L,19.138543,77.311601,
Nandurbar,91.48 ₹/L,21.370082,74.240498,
Narayanpet,96.83 ₹/L,16.74799,77.4954,
Narmada,90.94 ₹/L,21.753368,73.652677,
Narsimhapur,92.34 ₹/L,22.95078,79.184,
Nashik,91.27 ₹/L,19.993899,73.786881,
Navsari,90.62 ₹/L,20.850393,72.920035,
Nawada,92.28 ₹/L,24.886594,85.543801,
Nayagarh,93.04 ₹/L,20.12856,85.09563,
Neemach,93.06 ₹/L,22.687581,79.370366,
Nellore,97.82 ₹/L,14.438633,79.975989,
New Delhi,87.67 ₹/L,28.557163,77.163665,
Nicobar,78.05 ₹/L,7.034348,93.809141,
Nilgiris,94.45 ₹/L,11.45165,76.680269,
Nirmal,97.10 ₹/L,19.091748,78.344161,
Nizamabad,97.10 ₹/L,18.672508,78.094354,
Noney,86.00 ₹/L,22.687581,79.370366,
North 24 Parganas,92.55 ₹/L,13.111288,80.28563,
North And Middle Andaman,78.05 ₹/L,13.21409,92.94347,
North Delhi,87.67 ₹/L,28.48719,77.181057,
North District,89.05 ₹/L,22.687581,79.370366,
North East Delhi,87.67 ₹/L,28.557163,77.163665,
North Garo Hills,86.49 ₹/L,24.15216,84.57896,
North Goa,89.03 ₹/L,15.534861,73.93041,
North Tripura,85.26 ₹/L,24.122893,92.19402,
North West Delhi,87.67 ₹/L,28.561307,77.219696,
Nuaparha,94.20 ₹/L,22.687581,79.370366,
Osmanabad,91.89 ₹/L,18.243469,76.11309,
Pakur,93.45 ₹/L,24.63846,87.83893,
Palakkad,95.50 ₹/L,10.767827,76.657428,
Palamau,94.27 ₹/L,21.96037,78.88632,
Palghar,90.73 ₹/L,19.695769,72.767941,
Pali,90.84 ₹/L,25.768091,73.326433,
Palwal,88.36 ₹/L,28.141134,77.327386,
Panch Mahal,90.21 ₹/L,12.87547,74.840807,
Panchkula,88.73 ₹/L,30.689813,76.851131,
Panipat,87.59 ₹/L,29.388567,76.984009,
Panna,93.32 ₹/L,24.72147,80.18808,
Papumpare,80.53 ₹/L,,,
Parbhani,92.03 ₹/L,19.260906,76.774624,
Paschim Bardhaman,91.86 ₹/L,23.252282,87.871087,
Paschim Medinipur,92.58 ₹/L,22.388391,87.276758,
Patan,90.38 ₹/L,23.855666,72.120373,
Pathananthitta,95.50 ₹/L,,,
Pathankot,88.40 ₹/L,32.273447,75.651161,
Patiala,87.55 ₹/L,30.331281,76.389248,
Patna,91.82 ₹/L,25.592092,85.123961,
Pauri,88.43 ₹/L,30.15356,78.76998,
Peddapalli,96.10 ₹/L,16.17261,77.76066,
Perambalur,93.58 ₹/L,11.234457,78.879879,
Peren,88.33 ₹/L,25.498385,93.618825,
Phek,89.89 ₹/L,25.66667,94.5,
Pherzawl,87.18 ₹/L,22.687581,79.370366,
Pilibhit,88.35 ₹/L,28.625122,79.807413,
Pithoragarh,89.62 ₹/L,29.58349,80.20947,
Pondicherry,86.53 ₹/L,10.943987,79.796105,
Poonch,85.44 ₹/L,33.76969,74.09212,
Porbander,90.51 ₹/L,,,
Prakasam,97.44 ₹/L,15.568231,79.342147,
Pratapgarh,90.69 ₹/L,25.78996,82.222938,
Pudukkottai,93.16 ₹/L,10.38608,78.817883,
Pulwama,85.43 ₹/L,33.87405,74.89955,
Pune,90.57 ₹/L,18.519479,73.870703,
Purba Bardhaman,92.44 ₹/L,23.252282,87.871087,
Purba Medinipur,91.33 ₹/L,21.954131,87.802573,
Puri,93.08 ₹/L,19.813328,85.831441,
Purnia,93.20 ₹/L,25.779588,87.475382,
Purulia,92.78 ₹/L,23.331925,86.365145,
Rae Bareli,88.37 ₹/L,26.220907,81.255609,
Raichur,91.00 ₹/L,16.206771,77.356257,
Raigarh,93.96 ₹/L,21.9,83.4,
Raipur,93.39 ₹/L,21.242116,81.647096,
Raisen,92.12 ₹/L,23.330879,77.782518,
Rajanna Sircilla,96.42 ₹/L,18.38629,78.8156,
Rajgarh,92.01 ₹/L,21.9,83.4,
Rajkot,89.94 ₹/L,22.289356,70.787335,
Rajnandgaon,94.38 ₹/L,21.1,81.03333,
Rajouri,84.80 ₹/L,33.37541,74.30838,
Rajsamand,90.93 ₹/L,25.058454,73.886032,
Ramanagara,91.11 ₹/L,12.720573,77.282837,
Ramanathapuram,93.90 ₹/L,9.364703,78.835081,
Ramban,85.51 ₹/L,33.240786,75.237674,
Ramgarh,93.18 ₹/L,23.629453,85.519677,
Rampur,88.40 ₹/L,28.80085,79.02615,
Ranchi,92.62 ₹/L,23.375701,85.329918,
Rangareddi,96.05 ₹/L,17.316629,77.925952,
Ratlam,92.01 ₹/L,23.331404,75.036547,
Ratnagiri,92.03 ₹/L,16.990171,73.311914,
Rayagada,94.20 ₹/L,19.166421,83.416312,
Reasi,84.05 ₹/L,33.08115,74.83242,
Rewa,93.40 ₹/L,24.533093,81.296069,
Rewari,87.53 ₹/L,28.195932,76.608898,
Ri Bhoi,85.81 ₹/L,25.832715,91.963635,
Rohtak,88.13 ₹/L,28.897323,76.581254,
Rohtas,92.92 ₹/L,,,
Rudraprayag,89.54 ₹/L,,,
Rupnagar,88.23 ₹/L,30.974728,76.525812,
Sabar Kantha,91.45 ₹/L,24.306234,71.749611,
Sagar,91.88 ₹/L,23.840578,78.740281,
Saharanpur,88.22 ₹/L,29.957327,77.556076,
Saharsa,92.21 ₹/L,25.877343,86.592831,
Sahibganj,94.02 ₹/L,25.24165,87.638722,
Saiha,88.57 ₹/L,22.49183,92.98142,
Salem,93.65 ₹/L,11.668049,78.150325,
Samastipur,91.77 ₹/L,25.860676,85.780056,
Samba,83.33 ₹/L,32.56079,75.118304,
Sambalpur,93.34 ₹/L,21.470945,83.968886,
Sambhal,88.01 ₹/L,28.584376,78.571837,
Sangareddy,95.94 ₹/L,17.608747,78.07946,
Sangli,91.39 ₹/L,17.087516,74.429737,
Sangrur,87.19 ₹/L,30.241143,75.834659,
Sant Kabir Nagar,88.14 ₹/L,26.865636,83.015578,
Sant Ravi Nagar,88.31 ₹/L,10.398167,76.094179,
Saraikela Kharasawan,92.55 ₹/L,22.69904,85.93154,
Saran,92.11 ₹/L,25.895557,84.798063,
Sas Nagar,88.26 ₹/L,30.697545,76.715247,
Satara,91.41 ₹/L,17.688356,74.00576,
Satna,93.40 ₹/L,24.573069,80.842369,
Sawaimadhopur,91.21 ₹/L,22.687581,79.370366,
Sehore,91.82 ₹/L,23.207114,77.088189,
Senapati,86.10 ₹/L,25.34638,94.114835,
Seoni,93.16 ₹/L,22.084394,79.551225,
Sepahijhala,87.10 ₹/L,22.687581,79.370366,
Serchhip,88.58 ₹/L,23.29312,92.84679,
Sewan,92.63 ₹/L,23.99444,78.55243,
Shahdol,93.39 ₹/L,23.29627,81.365923,
Shahjahanpur,88.17 ₹/L,27.880233,79.910121,
Shajapur,92.85 ₹/L,23.425773,76.283989,
Shamli,88.05 ₹/L,29.446075,77.309917,
Shd Bhagat Singh Ngr,87.55 ₹/L,,,
Sheikhpura,92.73 ₹/L,25.14067,85.84332,
Sheohar,92.70 ₹/L,26.51393,85.2934,
Sheopur,93.40 ₹/L,25.667823,76.697891,
Shimla,86.94 ₹/L,31.103142,77.171449,
Shimoga,91.93 ₹/L,13.926771,75.576333,
Shivpuri,93.29 ₹/L,25.423804,77.657824,
Shopian,85.52 ₹/L,33.718076,74.832964,
Shravasti,88.55 ₹/L,27.676473,81.883965,
Sibsagar,90.65 ₹/L,26.760386,94.21169,
Siddipet,95.91 ₹/L,18.105652,78.850948,
Sidharthnagar,88.73 ₹/L,22.687581,79.370366,
Sidhi,93.09 ₹/L,24.412423,81.881452,
Sikar,90.96 ₹/L,27.609438,75.138841,
Simdega,93.61 ₹/L,22.61523,84.50208,
Sindhudurg,92.03 ₹/L,16.225098,73.658074,
Singrauli,92.02 ₹/L,24.196592,82.665351,
Sirmaur,86.80 ₹/L,24.83539,81.36605,
Sirohi,91.73 ₹/L,24.886311,72.859416,
Sirsa,89.34 ₹/L,29.539358,75.031298,
Sitamarhi,92.40 ₹/L,26.593922,85.500448,
Sitapur,88.56 ₹/L,27.568002,80.678988,
Sivaganga,93.61 ₹/L,9.848207,78.486326,
Solan,86.69 ₹/L,30.907085,77.102637,
Solapur,91.53 ₹/L,17.670351,75.9142,
Sonapur,93.86 ₹/L,19.65399,78.51213,
Sonbhadra,89.17 ₹/L,24.689807,83.065295,
Sonipat,87.78 ₹/L,28.994527,77.025928,
Sonitpur,89.87 ₹/L,26.78196,92.44907,
South 24 Parganas,92.21 ₹/L,21.442406,74.161832,
South Andaman,78.05 ₹/L,11.772588,92.622664,
South Delhi,87.67 ₹/L,28.608288,77.199184,
South District,89.05 ₹/L,28.529515,77.247079,
South East Delhi,87.67 ₹/L,28.557163,77.163665,
South Garo Hills,87.81 ₹/L,25.296748,90.585322,
South Goa,88.28 ₹/L,15.124326,74.118351,
South Tripura,86.70 ₹/L,23.402265,91.614757,
South West Delhi,87.67 ₹/L,28.557163,77.163665,
Southwest Khasi Hils,87.81 ₹/L,22.687581,79.370366,
Srikakulam,97.49 ₹/L,18.295109,83.897879,
Srinagar,87.02 ₹/L,34.08582,74.8002,
Sukma,95.06 ₹/L,18.550794,81.475633,
Sultanpur,89.16 ₹/L,26.263978,82.071838,
Sundargarh,94.19 ₹/L,22.11667,84.03333,
Supaul,92.70 ₹/L,26.115605,86.595859,
Surajpur,94.01 ₹/L,23.447543,83.204413,
Surat,90.25 ₹/L,21.183303,72.825107,
Surendranagar,90.57 ₹/L,22.721237,71.648304,
Surguja,94.51 ₹/L,23.447543,83.204413,
Suryapet,95.20 ₹/L,17.139294,79.623431,
Tamenglong,86.52 ₹/L,25.0164,93.48545,
Tapi,90.50 ₹/L,21.048727,73.404373,
Tarn Taran,87.91 ₹/L,31.45383,74.926628,
Tawang,82.17 ₹/L,27.637031,91.760715,
Tehri Garhwal,89.42 ₹/L,30.381272,78.470743,
Tengnoupal,86.07 ₹/L,22.687581,79.370366,
Teni,93.53 ₹/L,10.024063,77.480307,
Thane,90.86 ₹/L,19.197002,72.977524,
Thanjavur,93.18 ₹/L,10.786482,79.136236,
The Dangs,91.30 ₹/L,20.795814,73.675588,
Thiruvananthapuram,96.48 ₹/L,8.505766,76.94749,
Thiruvarur,93.35 ₹/L,10.76718,79.638472,
Thoubal,85.39 ₹/L,24.6388,93.99638,
Thrissur,94.75 ₹/L,10.524695,76.214614,
Tikamgarh,92.87 ₹/L,24.740866,78.831098,
Tinsukia,89.38 ₹/L,27.488145,95.360162,
Tirap,82.17 ₹/L,26.952449,95.437093,
Tiruchchirappalli,93.09 ₹/L,10.811425,78.68741,
Tirunelveli,92.96 ₹/L,8.703403,77.744131,
Tirupur,93.02 ₹/L,11.108328,77.345706,
Tiruvallur,92.55 ₹/L,13.14376,79.90889,
Tiruvannamalai,94.09 ₹/L,12.234082,79.071707,
Tonk,91.24 ₹/L,26.161431,75.789442,
Tuensang,89.92 ₹/L,26.242078,94.814696,
Tumkur,91.98 ₹/L,13.3423,77.102121,
Tuticorin,92.83 ₹/L,8.806805,78.148166,
Udaipur,91.73 ₹/L,24.576885,73.709683,
Udalguri,90.03 ₹/L,26.75367,92.10215,
Udham Singh Nagar,88.03 ₹/L,28.956653,79.631953,
Udhampur,84.50 ₹/L,32.927481,75.137247,
Udupi,90.65 ₹/L,13.343738,74.747249,
Ujjain,92.45 ₹/L,23.165172,75.790848,
Ukhrul,85.91 ₹/L,25.11957,94.36417,
Umaria,93.40 ₹/L,23.52684,80.83745,
Una,85.42 ₹/L,20.82386,71.04066,
Unakoti,85.20 ₹/L,24.32781,92.00377,
Unnao,87.94 ₹/L,26.54961,80.492283,
Upper Siang,82.05 ₹/L,28.855941,94.978344,
Upper Sibansiri,82.19 ₹/L,28.3,94.0,
Uttar Dinajpur,92.35 ₹/L,25.641851,88.212459,
Uttar Kannad,91.92 ₹/L,20.25784,75.138,
Uttarkashi,89.61 ₹/L,30.72986,78.44342,
Vadodara,89.79 ₹/L,22.306233,73.188373,
Vaishali,91.62 ₹/L,25.521705,84.992008,
Valsad,90.96 ₹/L,20.607599,72.925297,
Varanasi,88.78 ₹/L,25.291146,82.995841,
Vellore,93.73 ₹/L,12.907092,79.131946,
Vidisha,92.17 ₹/L,23.521457,77.806255,
Vikarabad,96.76 ₹/L,17.3381,77.90441,
Viluppuram,93.81 ₹/L,11.941102,79.494565,
Virudunagar,93.46 ₹/L,9.589742,77.951857,
Vishakhapatnam,96.22 ₹/L,17.728801,83.316116,
Vizianagaram,97.06 ₹/L,18.118674,83.407586,
Wanaparthy,96.79 ₹/L,16.362256,78.062295,
Warangal,95.17 ₹/L,17.974745,79.593981,
Warangal Rural,95.58 ₹/L,17.974745,79.593981,
Wardha,90.94 ₹/L,20.73603,78.598724,
Washim,91.28 ₹/L,20.103017,77.138154,
Wayanad,96.09 ₹/L,11.68625,76.092954,
West Champaran,93.20 ₹/L,16.544764,80.603305,
West Delhi,87.67 ₹/L,28.650449,77.063972,
West District,89.05 ₹/L,22.687581,79.370366,
West Garo Hills,87.16 ₹/L,25.650466,90.213375,
West Godavari,97.62 ₹/L,16.70424,81.113926,
West Imphal,85.34 ₹/L,24.782008,93.937654,
West Kameng,82.17 ₹/L,27.329376,92.402539,
West Karbi Anglong,90.91 ₹/L,26.185004,93.461863,
West Khasi Hills,87.81 ₹/L,25.650466,90.213375,
West Siang,82.12 ₹/L,28.218454,94.643289,
West Singhbhum,93.89 ₹/L,16.544764,80.603305,
West Tripura,86.55 ₹/L,,,
Wokha,88.50 ₹/L,,,
Yadadri Bhuvanagiri,95.87 ₹/L,17.551034,78.941663,
Yadgir,91.44 ₹/L,16.771861,77.138175,
Yamunanagar,88.35 ₹/L,30.123021,77.28839,
Yanam,86.75 ₹/L,16.733966,82.215288,
Yavatmal,92.03 ₹/L,20.390762,78.135963,
Zunheboto,89.94 ₹/L,25.96667,94.51667,
